D,-1,-1~0,0~1,1~
0.387192,0,0,1,0
-0.658306,0,1,0,0
-1.265457,1,0,0,0
1.977928,0,0,0,1
-0.984918,0,1,0,0
0.821959,0,0,1,0
0.359406,0,0,1,0
-0.334520,0,1,0,0
1.852642,0,0,0,1
-0.369090,0,1,0,0
0.510290,0,0,1,0
-0.098194,0,1,0,0
1.179068,0,0,0,1
0.360561,0,0,1,0
0.369628,0,0,1,0
0.734328,0,0,1,0
0.739487,0,0,1,0
-0.098268,0,1,0,0
1.079299,0,0,0,1
0.064679,0,0,1,0
0.153961,0,0,1,0
-0.062255,0,1,0,0
-0.592929,0,1,0,0
0.257920,0,0,1,0
1.168739,0,0,0,1
-0.951185,0,1,0,0
-0.667577,0,1,0,0
0.312938,0,0,1,0
1.429164,0,0,0,1
1.385599,0,0,0,1
-0.042533,0,1,0,0
0.992096,0,0,1,0
0.552968,0,0,1,0
-0.347515,0,1,0,0
0.429543,0,0,1,0
0.992518,0,0,1,0
-0.207094,0,1,0,0
0.166130,0,0,1,0
-1.393079,1,0,0,0
-0.952633,0,1,0,0
0.652141,0,0,1,0
-1.053042,1,0,0,0
-0.896290,0,1,0,0
1.460213,0,0,0,1
0.633213,0,0,1,0
-0.190890,0,1,0,0
1.250432,0,0,0,1
0.760017,0,0,1,0
0.747406,0,0,1,0
-0.150919,0,1,0,0
-0.010900,0,1,0,0
0.016170,0,0,1,0
-0.195492,0,1,0,0
0.080574,0,0,1,0
-1.171132,1,0,0,0
-0.093577,0,1,0,0
1.398557,0,0,0,1
1.129185,0,0,0,1
0.266963,0,0,1,0
-0.830267,0,1,0,0
-0.183410,0,1,0,0
0.378460,0,0,1,0
-2.686778,1,0,0,0
0.059534,0,0,1,0
-1.226936,1,0,0,0
0.451997,0,0,1,0
1.247321,0,0,0,1
0.020028,0,0,1,0
0.712775,0,0,1,0
-0.983978,0,1,0,0
0.831261,0,0,1,0
0.797396,0,0,1,0
0.684311,0,0,1,0
0.849778,0,0,1,0
0.031236,0,0,1,0
0.304615,0,0,1,0
0.737053,0,0,1,0
0.116152,0,0,1,0
0.171741,0,0,1,0
0.385300,0,0,1,0
0.056879,0,0,1,0
0.032674,0,0,1,0
-0.129703,0,1,0,0
-0.339186,0,1,0,0
0.071701,0,0,1,0
-0.133194,0,1,0,0
-0.018137,0,1,0,0
-1.764117,1,0,0,0
-0.248510,0,1,0,0
1.679164,0,0,0,1
0.118282,0,0,1,0
-0.094531,0,1,0,0
-0.636899,0,1,0,0
-0.190888,0,1,0,0
-1.129859,1,0,0,0
0.917521,0,0,1,0
1.258780,0,0,0,1
1.866198,0,0,0,1
0.281648,0,0,1,0
-0.463048,0,1,0,0
-0.314134,0,1,0,0
-2.879343,1,0,0,0
0.625468,0,0,1,0
0.462498,0,0,1,0
0.950252,0,0,1,0
0.084244,0,0,1,0
-2.082153,1,0,0,0
1.314982,0,0,0,1
-3.135702,1,0,0,0
0.597130,0,0,1,0
-0.381103,0,1,0,0
1.566947,0,0,0,1
1.471199,0,0,0,1
0.382628,0,0,1,0
0.668459,0,0,1,0
0.246604,0,0,1,0
0.925144,0,0,1,0
-1.191350,1,0,0,0
0.438384,0,0,1,0
-0.674049,0,1,0,0
-0.946382,0,1,0,0
-0.104221,0,1,0,0
-0.127801,0,1,0,0
1.083194,0,0,0,1
0.304101,0,0,1,0
-0.180376,0,1,0,0
-0.135049,0,1,0,0
0.456625,0,0,1,0
0.244391,0,0,1,0
0.290940,0,0,1,0
0.405938,0,0,1,0
-0.422609,0,1,0,0
-1.582860,1,0,0,0
0.994378,0,0,1,0
-0.369505,0,1,0,0
0.491293,0,0,1,0
-0.319051,0,1,0,0
-1.614441,1,0,0,0
-0.935147,0,1,0,0
-2.983447,1,0,0,0
-4.605671,1,0,0,0
-3.958757,1,0,0,0
3.201777,0,0,0,1
1.075318,0,0,0,1
3.025022,0,0,0,1
-1.284677,1,0,0,0
-3.836806,1,0,0,0
-0.386933,0,1,0,0
0.480731,0,0,1,0
-2.146200,1,0,0,0
0.383936,0,0,1,0
-2.426535,1,0,0,0
7.708863,0,0,0,1
-2.508673,1,0,0,0
-0.193438,0,1,0,0
-1.634461,1,0,0,0
0.338318,0,0,1,0
0.805033,0,0,1,0
1.434491,0,0,0,1
-1.964265,1,0,0,0
-2.758025,1,0,0,0
1.756674,0,0,0,1
-1.316519,1,0,0,0
-4.047975,1,0,0,0
2.701051,0,0,0,1
1.922398,0,0,0,1
0.015297,0,0,1,0
1.581706,0,0,0,1
1.003079,0,0,0,1
0.752667,0,0,1,0
-0.992254,0,1,0,0
1.639916,0,0,0,1
-1.105989,1,0,0,0
-1.885084,1,0,0,0
1.150860,0,0,0,1
1.076982,0,0,0,1
-0.877827,0,1,0,0
0.418725,0,0,1,0
1.906553,0,0,0,1
-0.638182,0,1,0,0
2.112358,0,0,0,1
0.647099,0,0,1,0
-0.897657,0,1,0,0
0.670928,0,0,1,0
0.172943,0,0,1,0
0.778364,0,0,1,0
-2.095359,1,0,0,0
1.304217,0,0,0,1
1.001220,0,0,0,1
0.780426,0,0,1,0
1.957586,0,0,0,1
0.145191,0,0,1,0
0.102336,0,0,1,0
0.032394,0,0,1,0
-0.512034,0,1,0,0
-1.037004,1,0,0,0
1.221745,0,0,0,1
0.094489,0,0,1,0
1.071958,0,0,0,1
0.100706,0,0,1,0
0.226763,0,0,1,0
-0.388010,0,1,0,0
0.487868,0,0,1,0
-0.303196,0,1,0,0
-0.686327,0,1,0,0
1.341588,0,0,0,1
-0.371118,0,1,0,0
0.008875,0,0,1,0
-2.183661,1,0,0,0
0.992951,0,0,1,0
-1.043503,1,0,0,0
-0.982574,0,1,0,0
-1.318681,1,0,0,0
0.965685,0,0,1,0
-1.804742,1,0,0,0
-1.681473,1,0,0,0
2.606982,0,0,0,1
1.593973,0,0,0,1
-1.895051,1,0,0,0
-0.372792,0,1,0,0
-0.155003,0,1,0,0
-0.513641,0,1,0,0
-0.109788,0,1,0,0
0.555643,0,0,1,0
0.576903,0,0,1,0
0.271203,0,0,1,0
-3.061570,1,0,0,0
-0.417216,0,1,0,0
-0.994229,0,1,0,0
-2.330675,1,0,0,0
-0.390486,0,1,0,0
-2.706526,1,0,0,0
2.884436,0,0,0,1
-2.679451,1,0,0,0
-0.544285,0,1,0,0
-1.117034,1,0,0,0
0.547306,0,0,1,0
-3.708153,1,0,0,0
-2.430099,1,0,0,0
5.876595,0,0,0,1
0.898550,0,0,1,0
-2.349435,1,0,0,0
2.723216,0,0,0,1
-0.713536,0,1,0,0
2.798187,0,0,0,1
1.980384,0,0,0,1
-0.641194,0,1,0,0
-3.151596,1,0,0,0
-0.850780,0,1,0,0
-1.322385,1,0,0,0
1.098189,0,0,0,1
-5.403694,1,0,0,0
-2.312966,1,0,0,0
-4.841599,1,0,0,0
7.155739,0,0,0,1
0.198780,0,0,1,0
-1.358313,1,0,0,0
2.276025,0,0,0,1
-1.417748,1,0,0,0
0.901098,0,0,1,0
-0.366208,0,1,0,0
-0.848862,0,1,0,0
1.410862,0,0,0,1
0.297827,0,0,1,0
-0.998556,0,1,0,0
0.366574,0,0,1,0
4.109543,0,0,0,1
1.275543,0,0,0,1
0.322044,0,0,1,0
-0.608054,0,1,0,0
-0.757894,0,1,0,0
-0.839837,0,1,0,0
1.262756,0,0,0,1
0.513397,0,0,1,0
1.740853,0,0,0,1
-0.677042,0,1,0,0
-0.833210,0,1,0,0
-0.224269,0,1,0,0
-1.249206,1,0,0,0
1.935688,0,0,0,1
-0.279028,0,1,0,0
-0.639083,0,1,0,0
0.653669,0,0,1,0
0.774105,0,0,1,0
-0.179988,0,1,0,0
-1.312994,1,0,0,0
-0.712668,0,1,0,0
-3.547476,1,0,0,0
-0.252971,0,1,0,0
-2.421650,1,0,0,0
-0.110978,0,1,0,0
0.219400,0,0,1,0
0.455114,0,0,1,0
-0.444898,0,1,0,0
1.127920,0,0,0,1
2.840327,0,0,0,1
3.234381,0,0,0,1
-0.372665,0,1,0,0
-3.395525,1,0,0,0
3.677139,0,0,0,1
0.190226,0,0,1,0
2.703570,0,0,0,1
1.202924,0,0,0,1
-0.757943,0,1,0,0
-0.493262,0,1,0,0
-0.361828,0,1,0,0
-3.611462,1,0,0,0
-3.112140,1,0,0,0
-0.251807,0,1,0,0
0.678664,0,0,1,0
2.153173,0,0,0,1
0.083430,0,0,1,0
0.406116,0,0,1,0
-1.406489,1,0,0,0
0.330178,0,0,1,0
1.132004,0,0,0,1
-0.048708,0,1,0,0
0.011840,0,0,1,0
0.538783,0,0,1,0
-0.488458,0,1,0,0
-0.935717,0,1,0,0
1.567329,0,0,0,1
0.090177,0,0,1,0
0.371913,0,0,1,0
1.385102,0,0,0,1
0.978209,0,0,1,0
-1.620251,1,0,0,0
-2.318860,1,0,0,0
0.481083,0,0,1,0
-0.373755,0,1,0,0
0.575511,0,0,1,0
0.932333,0,0,1,0
-0.965543,0,1,0,0
-0.402263,0,1,0,0
-3.506819,1,0,0,0
-0.999924,0,1,0,0
0.381992,0,0,1,0
-3.049329,1,0,0,0
1.072431,0,0,0,1
2.343895,0,0,0,1
1.276585,0,0,0,1
-0.639433,0,1,0,0
1.074523,0,0,0,1
-7.921557,1,0,0,0
2.388911,0,0,0,1
0.090989,0,0,1,0
1.590343,0,0,0,1
0.058392,0,0,1,0
0.684136,0,0,1,0
0.595055,0,0,1,0
-0.674893,0,1,0,0
-1.852918,1,0,0,0
-0.668119,0,1,0,0
-1.107994,1,0,0,0
3.983853,0,0,0,1
2.462502,0,0,0,1
0.843578,0,0,1,0
0.951616,0,0,1,0
0.683265,0,0,1,0
1.366608,0,0,0,1
-0.247678,0,1,0,0
0.769278,0,0,1,0
-1.088449,1,0,0,0
-0.041865,0,1,0,0
-1.427466,1,0,0,0
1.719951,0,0,0,1
-1.128008,1,0,0,0
0.560967,0,0,1,0
0.401345,0,0,1,0
-1.468644,1,0,0,0
-1.881096,1,0,0,0
1.068073,0,0,0,1
-0.002704,0,1,0,0
2.436995,0,0,0,1
0.687066,0,0,1,0
-0.178059,0,1,0,0
1.104269,0,0,0,1
-0.297634,0,1,0,0
-1.618600,1,0,0,0
0.898568,0,0,1,0
-1.550438,1,0,0,0
0.362796,0,0,1,0
0.316510,0,0,1,0
-0.607476,0,1,0,0
0.605802,0,0,1,0
-0.249146,0,1,0,0
-1.179269,1,0,0,0
2.302958,0,0,0,1
-0.072477,0,1,0,0
0.968834,0,0,1,0
0.233544,0,0,1,0
-0.006854,0,1,0,0
0.661428,0,0,1,0
0.260304,0,0,1,0
-0.407102,0,1,0,0
-0.315475,0,1,0,0
0.041219,0,0,1,0
-1.726064,1,0,0,0
0.336589,0,0,1,0
-0.686225,0,1,0,0
-1.259344,1,0,0,0
0.696612,0,0,1,0
-0.164285,0,1,0,0
1.912842,0,0,0,1
-0.318901,0,1,0,0
-1.250201,1,0,0,0
0.842386,0,0,1,0
-1.309819,1,0,0,0
1.386608,0,0,0,1
-1.460856,1,0,0,0
0.904751,0,0,1,0
0.825250,0,0,1,0
0.499472,0,0,1,0
0.474810,0,0,1,0
-0.230839,0,1,0,0
0.976685,0,0,1,0
-1.085242,1,0,0,0
-0.390497,0,1,0,0
0.489613,0,0,1,0
0.259546,0,0,1,0
0.375679,0,0,1,0
0.208097,0,0,1,0
1.391794,0,0,0,1
-0.295380,0,1,0,0
0.289970,0,0,1,0
0.759121,0,0,1,0
0.153121,0,0,1,0
-0.318655,0,1,0,0
0.634446,0,0,1,0
-0.122608,0,1,0,0
0.099747,0,0,1,0
-1.764211,1,0,0,0
-1.338340,1,0,0,0
1.608079,0,0,0,1
-0.033941,0,1,0,0
-5.356825,1,0,0,0
6.724777,0,0,0,1
0.175095,0,0,1,0
1.714151,0,0,0,1
-0.025286,0,1,0,0
1.098364,0,0,0,1
0.002351,0,0,1,0
0.586584,0,0,1,0
0.771449,0,0,1,0
0.314370,0,0,1,0
0.938563,0,0,1,0
0.260784,0,0,1,0
-0.132364,0,1,0,0
-0.271569,0,1,0,0
0.007874,0,0,1,0
1.117726,0,0,0,1
-0.470148,0,1,0,0
-0.819978,0,1,0,0
0.468120,0,0,1,0
0.741538,0,0,1,0
1.453132,0,0,0,1
1.230443,0,0,0,1
0.835213,0,0,1,0
0.498513,0,0,1,0
0.016051,0,0,1,0
0.104810,0,0,1,0
0.660801,0,0,1,0
-0.049228,0,1,0,0
0.530795,0,0,1,0
-0.256683,0,1,0,0
-0.086504,0,1,0,0
-0.159717,0,1,0,0
0.033098,0,0,1,0
-0.006905,0,1,0,0
-1.322460,1,0,0,0
-0.160727,0,1,0,0
2.510106,0,0,0,1
-0.374962,0,1,0,0
-0.339944,0,1,0,0
-0.785895,0,1,0,0
0.327595,0,0,1,0
-1.187579,1,0,0,0
0.797400,0,0,1,0
-0.995677,0,1,0,0
-1.475294,1,0,0,0
0.429690,0,0,1,0
0.941449,0,0,1,0
0.344271,0,0,1,0
-1.290009,1,0,0,0
-0.545439,0,1,0,0
1.434479,0,0,0,1
1.809737,0,0,0,1
0.335061,0,0,1,0
-0.506235,0,1,0,0
-1.690910,1,0,0,0
0.560571,0,0,1,0
-1.219443,1,0,0,0
0.019134,0,0,1,0
0.309288,0,0,1,0
-0.347435,0,1,0,0
0.511985,0,0,1,0
-0.525735,0,1,0,0
2.492426,0,0,0,1
0.413958,0,0,1,0
-1.131447,1,0,0,0
1.034358,0,0,0,1
-0.465332,0,1,0,0
-0.583590,0,1,0,0
0.085580,0,0,1,0
0.677154,0,0,1,0
-0.008102,0,1,0,0
-0.043386,0,1,0,0
-0.453873,0,1,0,0
-0.913050,0,1,0,0
0.060288,0,0,1,0
1.436001,0,0,0,1
0.883086,0,0,1,0
-0.488790,0,1,0,0
-0.462420,0,1,0,0
-0.180556,0,1,0,0
-0.465883,0,1,0,0
0.335259,0,0,1,0
1.480592,0,0,0,1
0.148642,0,0,1,0
-0.123512,0,1,0,0
-0.163794,0,1,0,0
0.065176,0,0,1,0
-0.349925,0,1,0,0
-0.336596,0,1,0,0
-2.130461,1,0,0,0
0.230706,0,0,1,0
0.928561,0,0,1,0
-1.437711,1,0,0,0
1.144443,0,0,0,1
0.076089,0,0,1,0
-0.802705,0,1,0,0
-0.807633,0,1,0,0
0.391188,0,0,1,0
-0.911228,0,1,0,0
0.271233,0,0,1,0
-1.400802,1,0,0,0
0.363339,0,0,1,0
0.713917,0,0,1,0
-0.266050,0,1,0,0
-1.041504,1,0,0,0
-0.677908,0,1,0,0
-0.494979,0,1,0,0
0.107053,0,0,1,0
0.345024,0,0,1,0
0.073889,0,0,1,0
-0.009272,0,1,0,0
1.032310,0,0,0,1
1.370143,0,0,0,1
1.077826,0,0,0,1
1.101190,0,0,0,1
-0.194721,0,1,0,0
-0.286356,0,1,0,0
0.592701,0,0,1,0
0.700031,0,0,1,0
2.314136,0,0,0,1
-0.264877,0,1,0,0
0.287708,0,0,1,0
0.308848,0,0,1,0
-0.389000,0,1,0,0
-0.070664,0,1,0,0
0.251490,0,0,1,0
-0.526809,0,1,0,0
-1.317300,1,0,0,0
0.188712,0,0,1,0
0.446739,0,0,1,0
-0.330313,0,1,0,0
0.661293,0,0,1,0
0.355318,0,0,1,0
-0.637411,0,1,0,0
-0.021687,0,1,0,0
-0.023984,0,1,0,0
-0.138629,0,1,0,0
1.065918,0,0,0,1
1.597430,0,0,0,1
-0.032011,0,1,0,0
-0.946515,0,1,0,0
0.023617,0,0,1,0
-0.377087,0,1,0,0
0.522370,0,0,1,0
-0.523052,0,1,0,0
-0.049376,0,1,0,0
-0.076540,0,1,0,0
-0.260010,0,1,0,0
0.561922,0,0,1,0
0.624222,0,0,1,0
0.810555,0,0,1,0
-0.452888,0,1,0,0
-0.140422,0,1,0,0
0.110192,0,0,1,0
0.102717,0,0,1,0
0.355972,0,0,1,0
-0.468130,0,1,0,0
0.446541,0,0,1,0
-0.924176,0,1,0,0
0.111669,0,0,1,0
-0.116930,0,1,0,0
0.246008,0,0,1,0
-0.436072,0,1,0,0
-0.324950,0,1,0,0
0.762155,0,0,1,0
0.570191,0,0,1,0
-0.480799,0,1,0,0
0.007113,0,0,1,0
0.094771,0,0,1,0
-0.591232,0,1,0,0
0.104747,0,0,1,0
0.618008,0,0,1,0
-0.222590,0,1,0,0
-0.617321,0,1,0,0
-0.102478,0,1,0,0
0.475871,0,0,1,0
0.147034,0,0,1,0
-0.596628,0,1,0,0
-0.173649,0,1,0,0
0.304185,0,0,1,0
0.471585,0,0,1,0
-0.252884,0,1,0,0
-0.384087,0,1,0,0
0.519040,0,0,1,0
-0.298570,0,1,0,0
-1.286751,1,0,0,0
-0.045447,0,1,0,0
-0.976397,0,1,0,0
1.106669,0,0,0,1
-0.121657,0,1,0,0
-0.135071,0,1,0,0
-1.178628,1,0,0,0
-0.396906,0,1,0,0
-0.047909,0,1,0,0
0.262078,0,0,1,0
-0.416118,0,1,0,0
0.510701,0,0,1,0
-0.013926,0,1,0,0
-0.449101,0,1,0,0
0.743643,0,0,1,0
0.716176,0,0,1,0
0.230225,0,0,1,0
-0.930457,0,1,0,0
-0.627629,0,1,0,0
-0.143609,0,1,0,0
0.199137,0,0,1,0
-0.627428,0,1,0,0
1.405716,0,0,0,1
1.181072,0,0,0,1
0.451044,0,0,1,0
-0.293876,0,1,0,0
0.515264,0,0,1,0
1.958265,0,0,0,1
0.054583,0,0,1,0
0.182268,0,0,1,0
-0.250799,0,1,0,0
0.498269,0,0,1,0
-0.330385,0,1,0,0
-0.310566,0,1,0,0
0.473964,0,0,1,0
-0.033541,0,1,0,0
0.218606,0,0,1,0
1.045504,0,0,0,1
0.061074,0,0,1,0
0.009213,0,0,1,0
0.301283,0,0,1,0
0.641828,0,0,1,0
0.277378,0,0,1,0
0.351756,0,0,1,0
0.956629,0,0,1,0
0.474498,0,0,1,0
0.379000,0,0,1,0
0.126226,0,0,1,0
0.400077,0,0,1,0
0.042526,0,0,1,0
1.113868,0,0,0,1
0.500167,0,0,1,0
-0.447375,0,1,0,0
0.148151,0,0,1,0
1.235845,0,0,0,1
0.014634,0,0,1,0
-0.000275,0,1,0,0
1.855706,0,0,0,1
0.530948,0,0,1,0
0.000000,0,0,0,0
0.040953,0,0,1,0
1.726290,0,0,0,1
-0.103670,0,1,0,0
-0.196865,0,1,0,0
-0.818984,0,1,0,0
-1.324563,1,0,0,0
-0.004381,0,1,0,0
-1.571445,1,0,0,0
1.465381,0,0,0,1
0.204382,0,0,1,0
-0.602948,0,1,0,0
0.695007,0,0,1,0
0.475855,0,0,1,0
0.122981,0,0,1,0
-0.243270,0,1,0,0
-0.043341,0,1,0,0
0.493453,0,0,1,0
0.565387,0,0,1,0
0.413943,0,0,1,0
-0.490245,0,1,0,0
-0.373359,0,1,0,0
-1.968589,1,0,0,0
1.447399,0,0,0,1
1.391459,0,0,0,1
0.559598,0,0,1,0
-0.316323,0,1,0,0
-0.472749,0,1,0,0
-0.279554,0,1,0,0
-0.622304,0,1,0,0
1.545450,0,0,0,1
-0.147454,0,1,0,0
0.103729,0,0,1,0
-0.111923,0,1,0,0
0.160325,0,0,1,0
0.159020,0,0,1,0
-0.202667,0,1,0,0
0.080906,0,0,1,0
-0.555320,0,1,0,0
-0.083572,0,1,0,0
4.766324,0,0,0,1
-0.259082,0,1,0,0
-0.326925,0,1,0,0
-0.238753,0,1,0,0
0.258142,0,0,1,0
0.999076,0,0,1,0
-0.348494,0,1,0,0
-0.439791,0,1,0,0
0.188068,0,0,1,0
0.034734,0,0,1,0
1.292476,0,0,0,1
-0.760114,0,1,0,0
-1.133167,1,0,0,0
-0.158894,0,1,0,0
-0.010752,0,1,0,0
-1.427755,1,0,0,0
-0.831538,0,1,0,0
1.679000,0,0,0,1
-0.900873,0,1,0,0
-2.545483,1,0,0,0
-4.725492,1,0,0,0
0.162557,0,0,1,0
1.134147,0,0,0,1
-2.321701,1,0,0,0
-0.645101,0,1,0,0
-0.426035,0,1,0,0
1.469264,0,0,0,1
1.189237,0,0,0,1
1.974936,0,0,0,1
-1.011825,1,0,0,0
0.208487,0,0,1,0
-1.066738,1,0,0,0
0.719252,0,0,1,0
1.191496,0,0,0,1
1.066320,0,0,0,1
-1.436450,1,0,0,0
-1.557757,1,0,0,0
-2.498703,1,0,0,0
-0.658829,0,1,0,0
1.785326,0,0,0,1
-0.770571,0,1,0,0
0.542752,0,0,1,0
0.473271,0,0,1,0
1.652740,0,0,0,1
0.660145,0,0,1,0
-0.868580,0,1,0,0
0.122422,0,0,1,0
-0.584479,0,1,0,0
-0.902403,0,1,0,0
-0.465203,0,1,0,0
0.986950,0,0,1,0
-4.511538,1,0,0,0
0.718989,0,0,1,0
2.654426,0,0,0,1
-1.341678,1,0,0,0
0.607521,0,0,1,0
1.395244,0,0,0,1
-0.306329,0,1,0,0
-0.450198,0,1,0,0
0.128036,0,0,1,0
1.528499,0,0,0,1
-0.359893,0,1,0,0
0.513458,0,0,1,0
0.535378,0,0,1,0
-0.491966,0,1,0,0
-0.123669,0,1,0,0
0.546904,0,0,1,0
0.260755,0,0,1,0
0.055234,0,0,1,0
1.421710,0,0,0,1
0.148841,0,0,1,0
-0.130410,0,1,0,0
-0.334809,0,1,0,0
0.860557,0,0,1,0
-0.281886,0,1,0,0
0.469447,0,0,1,0
0.664258,0,0,1,0
-0.003156,0,1,0,0
0.184844,0,0,1,0
-0.443423,0,1,0,0
0.394035,0,0,1,0
1.161482,0,0,0,1
0.471819,0,0,1,0
-0.209220,0,1,0,0
-0.441708,0,1,0,0
0.533246,0,0,1,0
0.402788,0,0,1,0
0.314037,0,0,1,0
-0.182717,0,1,0,0
-1.178552,1,0,0,0
-1.113854,1,0,0,0
0.061413,0,0,1,0
0.134965,0,0,1,0
-0.545615,0,1,0,0
-1.520277,1,0,0,0
0.832485,0,0,1,0
-0.137244,0,1,0,0
1.373799,0,0,0,1
0.282968,0,0,1,0
0.382401,0,0,1,0
0.873029,0,0,1,0
-0.564160,0,1,0,0
0.482668,0,0,1,0
0.325866,0,0,1,0
0.384780,0,0,1,0
-0.991760,0,1,0,0
0.497571,0,0,1,0
-0.750139,0,1,0,0
-1.771798,1,0,0,0
1.243124,0,0,0,1
0.610094,0,0,1,0
-0.776489,0,1,0,0
-0.793538,0,1,0,0
0.017233,0,0,1,0
-0.314343,0,1,0,0
-0.006191,0,1,0,0
0.153204,0,0,1,0
-2.208433,1,0,0,0
-0.120992,0,1,0,0
-0.314429,0,1,0,0
-0.783020,0,1,0,0
1.119184,0,0,0,1
1.211848,0,0,0,1
0.656221,0,0,1,0
-1.192418,1,0,0,0
1.166093,0,0,0,1
1.845094,0,0,0,1
0.000000,0,0,0,0
0.442573,0,0,1,0
0.426614,0,0,1,0
-0.129462,0,1,0,0
-0.293432,0,1,0,0
-1.325633,1,0,0,0
0.506721,0,0,1,0
0.460983,0,0,1,0
-0.121078,0,1,0,0
0.557319,0,0,1,0
-0.739277,0,1,0,0
0.039392,0,0,1,0
0.855639,0,0,1,0
-1.029468,1,0,0,0
0.056193,0,0,1,0
-0.079286,0,1,0,0
0.690531,0,0,1,0
-0.081322,0,1,0,0
-0.202788,0,1,0,0
-1.328902,1,0,0,0
-1.976181,1,0,0,0
2.281377,0,0,0,1
-0.679276,0,1,0,0
-0.054862,0,1,0,0
0.353018,0,0,1,0
-0.320519,0,1,0,0
0.093385,0,0,1,0
0.642763,0,0,1,0
0.215850,0,0,1,0
0.852040,0,0,1,0
0.875467,0,0,1,0
0.060659,0,0,1,0
0.152322,0,0,1,0
0.093133,0,0,1,0
-0.019019,0,1,0,0
-0.690000,0,1,0,0
-0.046154,0,1,0,0
-0.511393,0,1,0,0
-0.411369,0,1,0,0
-0.804337,0,1,0,0
0.296002,0,0,1,0
1.303350,0,0,0,1
-0.265082,0,1,0,0
0.958702,0,0,1,0
1.197782,0,0,0,1
1.411014,0,0,0,1
1.075895,0,0,0,1
0.010181,0,0,1,0
0.823656,0,0,1,0
0.294639,0,0,1,0
0.390678,0,0,1,0
-0.986315,0,1,0,0
1.358585,0,0,0,1
0.521229,0,0,1,0
0.102531,0,0,1,0
-0.657825,0,1,0,0
-0.561329,0,1,0,0
-0.800390,0,1,0,0
-1.321619,1,0,0,0
0.156154,0,0,1,0
-3.893381,1,0,0,0
0.459481,0,0,1,0
-1.865458,1,0,0,0
1.247971,0,0,0,1
1.294407,0,0,0,1
-0.801007,0,1,0,0
-0.556444,0,1,0,0
0.367211,0,0,1,0
-2.670996,1,0,0,0
0.365277,0,0,1,0
-3.722976,1,0,0,0
-0.395561,0,1,0,0
-0.164265,0,1,0,0
1.453859,0,0,0,1
2.158576,0,0,0,1
-1.062070,1,0,0,0
2.563716,0,0,0,1
-1.549520,1,0,0,0
0.853056,0,0,1,0
1.816186,0,0,0,1
-1.052478,1,0,0,0
0.088228,0,0,1,0
-2.062702,1,0,0,0
0.164879,0,0,1,0
-0.760491,0,1,0,0
0.649530,0,0,1,0
-1.090872,1,0,0,0
-0.350181,0,1,0,0
0.646339,0,0,1,0
0.764321,0,0,1,0
0.643684,0,0,1,0
1.023210,0,0,0,1
0.385895,0,0,1,0
0.397352,0,0,1,0
1.000844,0,0,0,1
-2.386333,1,0,0,0
-0.529681,0,1,0,0
-1.905674,1,0,0,0
0.823475,0,0,1,0
-2.118116,1,0,0,0
-0.336862,0,1,0,0
2.150227,0,0,0,1
0.988020,0,0,1,0
-2.023082,1,0,0,0
0.617786,0,0,1,0
-1.820030,1,0,0,0
-0.603962,0,1,0,0
-2.836583,1,0,0,0
-1.110162,1,0,0,0
-4.161068,1,0,0,0
3.883460,0,0,0,1
-0.313033,0,1,0,0
-2.262372,1,0,0,0
2.438456,0,0,0,1
0.823737,0,0,1,0
1.103846,0,0,0,1
-1.288779,1,0,0,0
0.971535,0,0,1,0
0.960672,0,0,1,0
-0.547494,0,1,0,0
-0.198019,0,1,0,0
1.292997,0,0,0,1
0.257716,0,0,1,0
-0.465362,0,1,0,0
-0.234105,0,1,0,0
0.966869,0,0,1,0
-0.599611,0,1,0,0
0.075745,0,0,1,0
-0.523123,0,1,0,0
1.055388,0,0,0,1
0.071728,0,0,1,0
0.458809,0,0,1,0
-0.188282,0,1,0,0
0.142059,0,0,1,0
-0.588200,0,1,0,0
-2.014861,1,0,0,0
2.611698,0,0,0,1
1.343303,0,0,0,1
-0.022557,0,1,0,0
-1.130952,1,0,0,0
1.823958,0,0,0,1
0.097740,0,0,1,0
0.604807,0,0,1,0
0.152767,0,0,1,0
-0.180396,0,1,0,0
0.479432,0,0,1,0
-0.366216,0,1,0,0
0.499404,0,0,1,0
-0.794886,0,1,0,0
1.017197,0,0,0,1
1.015381,0,0,0,1
-0.438821,0,1,0,0
-0.595909,0,1,0,0
-0.651952,0,1,0,0
-2.006194,1,0,0,0
0.473373,0,0,1,0
1.792180,0,0,0,1
-0.992617,0,1,0,0
-0.015128,0,1,0,0
0.769624,0,0,1,0
0.623054,0,0,1,0
-0.081773,0,1,0,0
0.195069,0,0,1,0
0.085242,0,0,1,0
-3.006521,1,0,0,0
2.151303,0,0,0,1
-0.231749,0,1,0,0
-1.613616,1,0,0,0
0.817974,0,0,1,0
1.429885,0,0,0,1
-0.017289,0,1,0,0
0.966740,0,0,1,0
0.054061,0,0,1,0
0.379981,0,0,1,0
-0.210247,0,1,0,0
0.188127,0,0,1,0
-0.527550,0,1,0,0
0.109789,0,0,1,0
0.733162,0,0,1,0
1.365072,0,0,0,1
0.237045,0,0,1,0
0.253404,0,0,1,0
-0.843217,0,1,0,0
0.578454,0,0,1,0
0.188316,0,0,1,0
-0.268378,0,1,0,0
0.484595,0,0,1,0
-0.218982,0,1,0,0
-1.505071,1,0,0,0
-1.464764,1,0,0,0
-0.927940,0,1,0,0
-0.267314,0,1,0,0
