datetime,start,high,low,finish,value
2010/1/26,10660,10730,10470,10490,365.09
2010/1/27,10520,10530,10400,10410,415.92
2010/1/28,10480,10620,10440,10560,432.69
2010/1/29,10410,10480,10350,10370,422.29
2010/2/1,10380,10380,10270,10360,199.79
2010/2/2,10470,10550,10450,10510,232.53
2010/2/3,10580,10580,10510,10560,169.73
2010/2/4,10590,10600,10430,10500,217.56
2010/2/5,10210,10270,10180,10220,603.98
2010/2/8,10120,10210,10090,10110,385.65
2010/2/9,10050,10100,10010,10090,300.16
2010/2/10,10180,10190,10100,10120,196.72
2010/2/12,10230,10240,10160,10230,123.59
2010/2/15,10250,10260,10150,10150,129.01
2010/2/16,10190,10200,10160,10170,68.25
2010/2/17,10310,10460,10300,10460,260.61
2010/2/18,10480,10500,10420,10480,238.3
2010/2/19,10500,10500,10280,10280,381.88
2010/2/22,10470,10610,10470,10540,752.65
2010/2/23,10510,10530,10430,10510,176.86
2010/2/24,10360,10400,10270,10330,236.74
2010/2/25,10400,10420,10240,10270,364.45
2010/2/26,10280,10330,10240,10260,198.29
2010/3/1,10300,10370,10260,10330,105.42
2010/3/2,10360,10400,10300,10380,179.4
2010/3/3,10360,10420,10340,10400,175.7
2010/3/4,10400,10410,10280,10290,329.32
2010/3/5,10410,10540,10410,10530,973.96
2010/3/8,10690,10750,10670,10740,946.72
2010/3/9,10710,10750,10700,10730,471.03
2010/3/10,10740,10740,10700,10730,382.75
2010/3/11,10760,10820,10740,10820,306.35
2010/3/12,10880,10930,10850,10910,738.2
2010/3/15,10960,10970,10860,10900,118.49
2010/3/16,10890,10930,10860,10880,351.79
2010/3/17,10950,11020,10910,10990,372.15
2010/3/18,10980,11000,10890,10900,238.51
2010/3/19,10970,10980,10930,10980,128.55
2010/3/23,10950,10970,10920,10930,158.83
2010/3/24,11000,11040,10920,10950,202.38
2010/3/25,11020,11030,10960,10980,125.01
2010/3/26,11070,11160,11040,11130,404.16
2010/3/29,11130,11230,11120,11220,136.17
2010/3/30,11250,11340,11230,11340,224.81
2010/3/31,11360,11380,11320,11320,363.22
2010/4/1,11370,11510,11350,11490,473.26
2010/4/2,11540,11560,11470,11540,328.58
2010/4/5,11600,11620,11550,11590,172.31
2010/4/6,11600,11600,11460,11520,204.68
2010/4/7,11530,11590,11500,11540,146.74
2010/4/8,11430,11480,11400,11410,182.63
2010/4/9,11440,11450,11380,11440,119.88
2010/4/12,11520,11600,11480,11500,509.4
2010/4/13,11460,11460,11320,11390,202.21
2010/4/14,11470,11510,11400,11440,136.61
2010/4/15,11540,11560,11490,11500,300.59
2010/4/16,11480,11480,11320,11330,216.29
2010/4/19,11170,11190,11100,11150,741.51
2010/4/20,11200,11240,11120,11140,236.1
2010/4/21,11270,11330,11250,11330,188.99
2010/4/22,11220,11220,11090,11180,368.72
2010/4/23,11160,11200,11090,11150,202.43
2010/4/26,11290,11400,11270,11390,386.63
2010/4/27,11360,11450,11340,11440,373.41
2010/4/28,11140,11210,11110,11170,698.9
2010/4/30,11320,11330,11270,11280,204.13
2010/5/6,10930,10970,10910,10940,675.61
2010/5/7,10480,10670,10450,10590,1104.77
2010/5/10,10650,10780,10600,10760,341.8
2010/5/11,10880,10880,10620,10640,331.38
2010/5/12,10680,10730,10570,10610,246.46
2010/5/13,10790,10870,10760,10850,178.65
2010/5/14,10680,10780,10610,10690,262.69
2010/5/17,10530,10550,10370,10460,450.13
2010/5/18,10550,10560,10410,10470,149.35
2010/5/19,10320,10410,10260,10390,431.73
2010/5/20,10330,10380,10220,10250,419.33
2010/5/21,9960,10050,9910,10010,560.44
2010/5/24,9980,10000,9910,9970,231.01
2010/5/25,9860,9860,9630,9640,576.72
2010/5/26,9780,9840,9680,9720,450.32
2010/5/27,9620,9850,9590,9850,244
2010/5/28,10000,10030,9900,9970,437.59
2010/5/31,9950,10040,9930,9990,157.08
2010/6/1,9950,9950,9870,9920,467.05
2010/6/2,9840,9970,9770,9810,322.2
2010/6/3,9980,10130,9980,10120,440.78
2010/6/4,10100,10180,10070,10120,138.79
2010/6/7,9820,9850,9700,9720,509.49
2010/6/8,9660,9790,9630,9740,270.86
2010/6/9,9700,9700,9580,9640,419.45
2010/6/10,9710,9750,9640,9750,255.66
2010/6/11,9930,9980,9880,9920,277.84
2010/6/14,10040,10090,10030,10090,209.25
2010/6/15,10060,10120,10030,10100,209.01
2010/6/16,10250,10330,10240,10280,244.96
2010/6/17,10230,10270,10200,10220,87.42
2010/6/18,10260,10260,10170,10220,201.16
2010/6/21,10340,10470,10320,10460,356.7
2010/6/22,10350,10400,10320,10340,163.8
2010/6/23,10180,10190,10120,10140,290.48
2010/6/24,10110,10220,10100,10130,103.19
2010/6/25,9990,10000,9900,9940,373.12
2010/6/28,9980,9980,9880,9900,81.17
2010/6/29,9930,9980,9750,9760,296.38
2010/6/30,9590,9630,9550,9600,752.73
2010/7/1,9500,9500,9340,9390,366.11
2010/7/2,9440,9450,9350,9390,237.48
2010/7/5,9440,9490,9410,9460,143.99
2010/7/6,9270,9410,9150,9400,426.12
2010/7/7,9400,9400,9280,9330,127.28
2010/7/8,9590,9610,9560,9600,190.2
2010/7/9,9620,9680,9580,9650,352.13
2010/7/12,9630,9710,9600,9630,289.11
2010/7/13,9670,9690,9560,9610,118.21
2010/7/14,9810,9880,9810,9850,367.52
2010/7/15,9790,9800,9740,9750,203.07
2010/7/16,9690,9710,9450,9470,224.63
2010/7/20,9340,9450,9310,9360,310.43
2010/7/21,9470,9470,9290,9360,135.1
2010/7/22,9310,9320,9240,9280,231.95
2010/7/23,9490,9540,9430,9490,215.24
2010/7/26,9600,9630,9550,9570,148.57
2010/7/27,9580,9610,9550,9560,90.77
2010/7/28,9690,9830,9690,9820,221.78
2010/7/29,9730,9800,9710,9760,119.71
2010/7/30,9740,9740,9560,9630,172.52
2010/8/2,9650,9750,9620,9640,85.07
2010/8/3,9800,9820,9690,9750,136.17
2010/8/4,9690,9690,9540,9550,202.26
2010/8/5,9740,9760,9640,9710,135
2010/8/6,9630,9730,9610,9710,112.1
2010/8/9,9590,9640,9580,9640,85.12
2010/8/10,9700,9730,9570,9620,123.81
2010/8/11,9500,9520,9350,9360,247.44
2010/8/12,9210,9270,9120,9270,352.33
2010/8/13,9280,9340,9220,9310,129.03
2010/8/16,9200,9280,9150,9240,327.1
2010/8/17,9150,9250,9140,9230,221.12
2010/8/18,9310,9340,9220,9310,185.44
2010/8/19,9300,9420,9300,9420,292.97
2010/8/20,9280,9350,9230,9250,374.07
2010/8/23,9210,9240,9150,9160,350.2
2010/8/24,9080,9130,9040,9040,308.37
2010/8/25,8970,9010,8860,8910,390.31
2010/8/26,8970,8970,8890,8960,155.54
2010/8/27,8880,9090,8870,9060,232.31
2010/8/30,9220,9350,9180,9220,456.59
2010/8/31,9070,9080,8890,8890,294.22
2010/9/1,8900,9000,8860,8970,179.91
2010/9/2,9150,9160,9020,9120,311.79
2010/9/3,9170,9210,9110,9170,336.34
2010/9/6,9270,9380,9230,9370,279.24
2010/9/7,9300,9380,9270,9300,148.59
2010/9/8,9150,9180,9060,9100,316.08
2010/9/9,9190,9210,9130,9160,192.84
2010/9/10,9230,9360,9200,9300,308.7
2010/9/13,9410,9470,9380,9400,271.14
2010/9/14,9390,9390,9320,9360,302.69
2010/9/15,9320,9660,9270,9580,828.33
2010/9/16,9690,9700,9550,9570,197.79
2010/9/17,9680,9720,9620,9690,406.16
2010/9/21,9760,9770,9650,9680,300.96
2010/9/22,9620,9700,9610,9650,257.33
2010/9/24,9500,9680,9480,9540,683.41
2010/9/27,9620,9690,9610,9670,166.92
2010/9/28,9640,9680,9590,9620,229.97
2010/9/29,9670,9730,9640,9690,359.57
2010/9/30,9690,9700,9500,9510,348.85
2010/10/1,9590,9600,9490,9550,280.33
2010/10/4,9550,9640,9480,9510,256.66
2010/10/5,9470,9670,9460,9670,608.8
2010/10/6,9730,9820,9700,9820,490.19
2010/10/7,9770,9850,9770,9820,316.95
2010/10/8,9780,9800,9720,9740,247.8
2010/10/12,9790,9790,9520,9520,461.56
2010/10/13,9600,9630,9520,9530,170.45
2010/10/14,9650,9750,9620,9710,404.01
2010/10/15,9690,9690,9610,9640,170.76
2010/10/18,9650,9700,9600,9620,115.46
2010/10/19,9620,9700,9610,9670,180.81
2010/10/20,9540,9550,9440,9510,651.24
2010/10/21,9580,9610,9460,9510,636.71
2010/10/22,9520,9580,9520,9550,200.18
2010/10/25,9570,9590,9520,9540,164.03
2010/10/26,9530,9580,9490,9500,309.64
2010/10/27,9570,9580,9460,9500,468.23
2010/10/28,9500,9530,9480,9480,205.3
2010/10/29,9460,9460,9300,9330,580.04
2010/11/1,9310,9390,9250,9270,451.99
2010/11/2,9270,9290,9250,9280,156.29
2010/11/4,9420,9500,9410,9470,286.75
2010/11/5,9660,9820,9650,9770,630.3
2010/11/8,9830,9870,9810,9870,359.91
2010/11/9,9800,9860,9780,9810,301.83
2010/11/10,9880,9980,9870,9960,610.59
2010/11/11,10000,10020,9970,9990,253.6
2010/11/12,9950,9990,9860,9870,368.35
2010/11/15,9940,9970,9880,9960,190.73
2010/11/16,10020,10050,9910,9930,338.56
2010/11/17,9860,9960,9830,9950,315.53
2010/11/18,9960,10150,9930,10150,392.64
2010/11/19,10260,10270,10150,10170,396.12
2010/11/22,10280,10300,10220,10270,335.24
2010/11/24,10070,10200,10030,10180,486.3
2010/11/25,10250,10250,10180,10220,287.11
2010/11/26,10220,10270,10170,10190,122.08
2010/11/29,10230,10290,10180,10270,253
2010/11/30,10200,10240,10070,10110,481.44
2010/12/1,10090,10120,10050,10120,408.68
2010/12/2,10310,10330,10280,10310,336.69
2010/12/3,10380,10390,10290,10320,156.1
2010/12/6,10310,10320,10280,10300,74.93
2010/12/7,10300,10300,10230,10280,86.49
2010/12/8,10340,10400,10320,10380,214.55
2010/12/9,10410,10430,10380,10430,222.94
2010/12/10,10400,10480,10320,10370,541.87
2010/12/13,10350,10430,10340,10430,173.13
2010/12/14,10410,10460,10400,10450,105.03
2010/12/15,10470,10480,10410,10460,245.58
2010/12/16,10460,10490,10420,10450,144.66
2010/12/17,10450,10470,10420,10440,171.98
2010/12/20,10430,10440,10320,10370,229.98
2010/12/21,10410,10510,10400,10510,328.12
2010/12/22,10500,10530,10460,10480,353.32
2010/12/24,10410,10430,10400,10420,160.08
2010/12/27,10450,10520,10440,10480,99.25
2010/12/28,10460,10490,10450,10450,196.11
2010/12/29,10430,10500,10430,10500,145.51
2010/12/30,10460,10470,10350,10380,175.46
2011/1/4,10490,10560,10470,10530,246.92
2011/1/5,10540,10570,10510,10540,150.57
2011/1/6,10650,10680,10640,10680,209.18
2011/1/7,10660,10700,10650,10690,168.76
2011/1/11,10630,10690,10630,10670,110.49
2011/1/12,10720,10730,10650,10650,178.38
2011/1/13,10750,10780,10720,10740,122.06
2011/1/14,10730,10730,10650,10670,134.42
2011/1/17,10720,10720,10630,10660,175.04
2011/1/18,10630,10690,10600,10670,109.45
2011/1/19,10710,10730,10680,10710,144.54
2011/1/20,10660,10660,10570,10590,163.21
2011/1/21,10630,10630,10400,10410,324.47
2011/1/24,10460,10500,10420,10480,281.06
2011/1/25,10520,10630,10500,10620,199.5
2011/1/26,10570,10600,10540,10560,69.98
2011/1/27,10630,10640,10570,10630,95.32
2011/1/28,10620,10630,10480,10520,172.34
2011/1/31,10370,10420,10320,10400,249.39
2011/2/1,10440,10450,10390,10420,149.91
2011/2/2,10510,10630,10510,10610,337.01
2011/2/3,10570,10600,10560,10580,86.18
2011/2/4,10680,10730,10680,10710,557.82
2011/2/7,10800,10820,10730,10750,249.85
2011/2/8,10800,10810,10780,10780,93.52
2011/2/9,10830,10850,10760,10760,205.19
2011/2/10,10750,10780,10720,10760,276.34
2011/2/14,10830,10880,10820,10880,209.75
2011/2/15,10890,10910,10870,10910,149.77
2011/2/16,10920,11000,10910,10960,154.86
2011/2/17,11030,11050,10970,10990,478.56
2011/2/18,10990,11020,10960,11010,646.48
2011/2/21,10980,11010,10940,11000,330.59
2011/2/22,10890,10920,10790,10830,325.74
2011/2/23,10740,10820,10720,10740,241.63
2011/2/24,10700,10700,10580,10610,649.8
2011/2/25,10640,10690,10610,10680,315.25
2011/2/28,10660,10790,10600,10780,358.81
2011/3/1,10840,10910,10830,10910,155.51
2011/3/2,10770,10780,10650,10650,378.79
2011/3/3,10690,10750,10680,10740,460.52
2011/3/4,10900,10930,10820,10850,424.18
2011/3/7,10790,10790,10620,10680,360.79
2011/3/8,10680,10720,10660,10690,250.15
2011/3/9,10760,10820,10720,10750,445.49
2011/3/10,10700,10710,10570,10590,520.56
2011/3/11,10500,10550,10390,10420,487.62
2011/3/14,9820,9980,9740,9780,1031.37
2011/3/15,9590,9590,8280,8790,1160.06
2011/3/16,9060,9290,8950,9220,646.67
2011/3/17,8780,9230,8760,9110,604.05
2011/3/18,9230,9410,9230,9340,364.1
2011/3/22,9690,9760,9600,9760,486.73
2011/3/23,9700,9720,9530,9590,389.33
2011/3/24,9620,9650,9550,9570,184.33
2011/3/25,9720,9720,9600,9660,254.07
2011/3/28,9680,9690,9550,9590,166.46
2011/3/29,9540,9720,9530,9670,613.05
2011/3/30,9730,9940,9700,9920,931.2
2011/3/31,9970,9990,9880,9960,555.08
2011/4/1,9960,10050,9920,9950,647.51
2011/4/4,10010,10040,9950,9950,213.4
2011/4/5,9950,9950,9790,9850,598.35
2011/4/6,9890,9900,9780,9820,374.03
2011/4/7,9880,9910,9810,9820,502.53
2011/4/8,9760,10030,9760,10000,1163.56
2011/4/11,9960,10000,9930,9940,374.09
2011/4/12,9830,9830,9740,9790,342.79
2011/4/13,9750,9880,9750,9870,255.16
2011/4/14,9810,9910,9780,9870,249.81
2011/4/15,9870,9870,9810,9820,273.23
2011/4/18,9820,9830,9770,9790,195.24
2011/4/19,9660,9710,9630,9670,497.03
2011/4/20,9750,9860,9740,9840,861.53
2011/4/21,9910,9960,9870,9920,916.24
2011/4/22,9850,9960,9840,9920,139.48
2011/4/25,9940,9970,9890,9890,107.35
2011/4/26,9860,9860,9770,9800,167.84
2011/4/27,9870,9950,9860,9920,167.16
2011/4/28,9960,10080,9940,10080,268.67
2011/5/2,10200,10260,10170,10250,290.48
2011/5/6,10020,10110,10010,10090,144.33
2011/5/9,10120,10130,10010,10020,96.47
2011/5/10,10040,10080,9980,10060,121.54
2011/5/11,10150,10160,10080,10080,145.72
2011/5/12,10000,10070,9950,9960,152.17
2011/5/13,9980,9990,9790,9890,485.73
2011/5/16,9820,9840,9780,9790,212
2011/5/17,9750,9830,9740,9820,164.22
2011/5/18,9850,9920,9810,9900,107.25
2011/5/19,9930,9960,9830,9850,351.24
2011/5/20,9850,9900,9830,9850,108.76
2011/5/23,9770,9770,9660,9690,301.46
2011/5/24,9650,9720,9630,9710,185.03
2011/5/25,9720,9730,9640,9640,284.87
2011/5/26,9730,9800,9710,9780,504.98
2011/5/27,9760,9820,9720,9760,116.74
2011/5/30,9710,9760,9680,9740,129.93
2011/5/31,9730,9930,9720,9900,527.21
2011/6/1,9930,9950,9890,9950,205
2011/6/2,9770,9810,9740,9790,796.73
2011/6/3,9780,9830,9710,9730,418.11
2011/6/6,9700,9720,9580,9620,538.52
2011/6/7,9610,9680,9580,9670,306.05
2011/6/8,9660,9700,9620,9690,774.96
2011/6/9,9650,9710,9620,9710,150.01
2011/6/10,9760,9850,9720,9730,608.01
2011/6/13,9640,9680,9610,9680,689.65
2011/6/14,9680,9790,9660,9770,96.11
2011/6/15,9820,9830,9750,9800,452.48
2011/6/16,9720,9720,9630,9630,428.55
2011/6/17,9670,9680,9540,9580,394.42
2011/6/20,9620,9640,9570,9580,293.63
2011/6/21,9650,9670,9610,9670,288.31
2011/6/22,9750,9880,9750,9860,717.68
2011/6/23,9790,9880,9780,9830,254.4
2011/6/24,9860,9920,9830,9910,264.09
2011/6/27,9860,9860,9800,9820,198.52
2011/6/28,9910,9940,9870,9880,552.93
2011/6/29,10000,10030,9970,10010,221.51
2011/6/30,10080,10090,10020,10060,161.06
2011/7/1,10110,10140,10080,10110,131.68
2011/7/4,10210,10240,10180,10190,216.3
2011/7/5,10210,10220,10180,10220,110.25
2011/7/6,10080,10170,10050,10170,172.35
2011/7/7,10140,10190,10110,10160,134.1
2011/7/8,10250,10280,10210,10230,211.69
2011/7/11,10160,10200,10140,10160,247.88
2011/7/12,10040,10060,9990,10020,217.37
2011/7/13,9980,10070,9970,10060,197.83
2011/7/14,10030,10080,9970,10030,282.53
2011/7/15,10020,10070,10010,10060,86.41
2011/7/19,10020,10030,9980,9990,140.32
2011/7/20,10110,10130,10070,10080,218.24
2011/7/21,10120,10120,10060,10090,110.39
2011/7/22,10190,10240,10160,10220,362.64
2011/7/25,10180,10180,10120,10140,169.15
2011/7/26,10170,10220,10130,10190,144.47
2011/7/27,10150,10150,10110,10140,112.36
2011/7/28,10010,10030,9940,9980,467.49
2011/7/29,9980,10000,9910,9930,145.03
2011/8/1,10010,10120,10000,10060,170.07
2011/8/2,9950,9960,9900,9930,183.5
2011/8/3,9780,9780,9690,9710,314.93
2011/8/4,9770,9840,9700,9730,404.95
2011/8/5,9360,9420,9330,9390,691.89
2011/8/8,9240,9290,9140,9190,675.58
2011/8/9,8890,9040,8730,9030,1143.24
2011/8/10,9240,9240,9090,9100,354.05
2011/8/11,8900,9060,8900,9040,1558.86
2011/8/12,9160,9170,9000,9020,702.85
2011/8/15,9170,9190,9100,9150,109.37
2011/8/16,9200,9230,9140,9160,544.22
2011/8/17,9110,9160,9080,9140,464.7
2011/8/18,9120,9120,9000,9010,667.82
2011/8/19,8830,8870,8770,8790,554.81
2011/8/22,8770,8830,8690,8690,344.04
2011/8/23,8760,8820,8700,8800,903.07
2011/8/24,8880,8900,8690,8720,865.64
2011/8/25,8830,8920,8810,8840,491.98
2011/8/26,8820,8870,8810,8850,76.52
2011/8/29,8880,9000,8830,8910,309.39
2011/8/30,9030,9070,9020,9030,177.24
2011/8/31,9010,9050,8990,9030,65.54
2011/9/1,9070,9170,9070,9120,255.15
2011/9/2,9060,9090,8980,9030,211.39
2011/9/5,8910,8920,8840,8850,250.18
2011/9/6,8760,8790,8660,8660,209.97
2011/9/7,8810,8850,8780,8840,148.47
2011/9/8,8930,8950,8830,8850,123.63
2011/9/9,8830,8880,8790,8810,108.02
2011/9/12,8610,8650,8590,8620,604.67
2011/9/13,8660,8700,8620,8690,193.46
2011/9/14,8700,8740,8570,8590,871.17
2011/9/15,8740,8770,8710,8740,1071.32
2011/9/16,8860,8940,8840,8930,496.88
2011/9/20,8830,8840,8780,8800,388.89
2011/9/21,8800,8840,8780,8820,722.17
2011/9/22,8710,8710,8620,8650,677.76
2011/9/26,8620,8630,8430,8460,1534.15
2011/9/27,8590,8670,8550,8670,1321.43
2011/9/28,8740,8790,8730,8750,341.11
2011/9/29,8660,8840,8640,8840,1566.25
2011/9/30,8850,8890,8790,8830,816.24
2011/10/3,8690,8700,8590,8690,882.94
2011/10/4,8550,8610,8500,8610,441.95
2011/10/5,8660,8660,8490,8520,1435.36
2011/10/6,8620,8690,8610,8650,617.02
2011/10/7,8740,8810,8730,8750,264.37
2011/10/11,8930,8940,8890,8900,840.33
2011/10/12,8860,8900,8830,8880,861.36
2011/10/13,8980,9000,8940,8950,985.92
2011/10/14,8920,8930,8880,8890,480.26
2011/10/17,9020,9050,9010,9020,543.63
2011/10/18,8880,8920,8870,8890,490.95
2011/10/19,8960,8970,8890,8900,163.22
2011/10/20,8890,8890,8810,8830,95.61
2011/10/21,8840,8840,8790,8810,77.43
2011/10/24,8920,8990,8910,8970,119.12
2011/10/25,9010,9010,8890,8900,1963.54
2011/10/26,8830,8940,8790,8880,1005.81
2011/10/27,8920,9070,8870,9050,883.78
2011/10/28,9220,9230,9150,9180,615.46
2011/10/31,9160,9300,9140,9150,1509.63
2011/11/1,9010,9090,8970,8970,1946.93
2011/11/2,8850,8850,8780,8800,1927.07
2011/11/4,8920,8960,8870,8930,234.09
2011/11/7,8910,8920,8880,8900,99.8
2011/11/8,8870,8910,8780,8790,683.14
2011/11/9,8850,8900,8820,8880,121.32
2011/11/10,8690,8710,8630,8670,996.37
2011/11/11,8660,8700,8630,8660,903.62
2011/11/14,8790,8800,8740,8750,444.52
2011/11/15,8700,8730,8670,8690,84.36
2011/11/16,8690,8710,8590,8610,815.2
2011/11/17,8570,8630,8530,8630,484.8
2011/11/18,8510,8540,8500,8520,622.48
2011/11/21,8500,8510,8480,8480,107.57
2011/11/22,8400,8490,8390,8450,187.38
2011/11/24,8320,8350,8290,8290,177.2
2011/11/25,8280,8330,8270,8300,192.4
2011/11/28,8420,8460,8390,8420,173.01
2011/11/29,8510,8620,8480,8620,1114.98
2011/11/30,8540,8570,8500,8560,743.64
2011/12/1,8780,8800,8710,8720,1006.59
2011/12/2,8750,8780,8730,8780,178.31
2011/12/5,8840,8850,8800,8840,677.06
2011/12/6,8790,8810,8700,8720,225.33
2011/12/7,8760,8860,8750,8850,779.29
2011/12/8,8810,8830,8770,8800,107.37
2011/12/9,8710,8720,8640,8690,330.35
2011/12/12,8820,8830,8770,8790,634.2
2011/12/13,8660,8730,8660,8680,830.01
2011/12/14,8650,8670,8620,8640,1049.53
2011/12/15,8580,8580,8500,8500,462.49
2011/12/16,8550,8570,8530,8530,202.26
2011/12/19,8500,8500,8410,8430,280.53
2011/12/20,8460,8490,8450,8460,106.06
2011/12/21,8600,8610,8570,8590,220.41
2011/12/22,8570,8570,8520,8530,80.87
2011/12/26,8670,8670,8610,8620,1223.69
2011/12/27,8580,8600,8560,8590,98.01
2011/12/28,8580,8610,8550,8570,60.13
2011/12/29,8510,8550,8470,8550,85.93
2011/12/30,8590,8600,8560,8600,125.87
2012/1/4,8680,8720,8680,8700,155.72
2012/1/5,8660,8660,8620,8640,95
2012/1/6,8640,8640,8490,8530,196.73
2012/1/10,8560,8580,8550,8570,120.99
2012/1/11,8580,8600,8570,8590,120.83
2012/1/12,8560,8570,8500,8530,69.86
2012/1/13,8590,8650,8590,8640,172.49
2012/1/16,8560,8560,8490,8530,169.7
2012/1/17,8560,8620,8550,8600,152.2
2012/1/18,8600,8740,8580,8690,261.12
2012/1/19,8750,8820,8740,8790,351.93
2012/1/20,8890,8940,8870,8930,539
2012/1/23,8910,8940,8900,8910,129.31
2012/1/24,8950,8970,8910,8930,93.83
2012/1/25,8990,9060,8960,9030,245.54
2012/1/26,9050,9050,8980,8990,88
2012/1/27,9000,9030,8960,9000,143.57
2012/1/30,8950,8990,8920,8940,169.72
2012/1/31,8950,8990,8930,8930,104.94
2012/2/1,8930,8980,8930,8970,78.63
2012/2/2,9040,9050,9010,9010,64.5
2012/2/3,8990,9020,8970,8990,51.55
2012/2/6,9090,9110,9060,9080,85.51
2012/2/7,9040,9070,9040,9070,52.51
2012/2/8,9100,9170,9100,9170,148.67
2012/2/9,9140,9170,9090,9160,102.21
2012/2/10,9180,9180,9110,9120,90.81
2012/2/13,9100,9170,9100,9160,82.57
2012/2/14,9120,9220,9120,9220,118.92
2012/2/15,9260,9460,9260,9430,376.13
2012/2/16,9380,9470,9370,9400,201.47
2012/2/17,9570,9590,9530,9540,385.82
2012/2/20,9700,9710,9620,9630,124.91
2012/2/21,9630,9680,9600,9630,102.55
2012/2/22,9640,9720,9610,9720,112.7
2012/2/23,9710,9770,9670,9750,191.64
2012/2/24,9750,9810,9740,9800,198.26
2012/2/27,9890,9910,9800,9800,223.81
2012/2/28,9720,9890,9690,9890,390.28
2012/2/29,9950,10040,9870,9880,529.31
2012/3/1,9940,10040,9840,9870,364.82
2012/3/2,9970,9980,9900,9940,206.27
2012/3/5,9940,9960,9840,9860,165.18
2012/3/6,9880,9910,9770,9820,292.26
2012/3/7,9700,9770,9670,9740,256.26
2012/3/8,9840,9930,9820,9930,211.92
2012/3/9,10070,10180,10020,10110,473.25
2012/3/12,10200,10210,10060,10060,203.35
2012/3/13,10110,10190,10060,10080,290.18
2012/3/14,10250,10290,10240,10250,254.12
2012/3/15,10300,10340,10250,10300,128.44
2012/3/16,10290,10320,10270,10310,176.9
2012/3/19,10330,10350,10310,10320,153.66
2012/3/21,10290,10310,10260,10270,129.64
2012/3/22,10250,10310,10230,10300,345.64
2012/3/23,10190,10210,10170,10190,132.96
2012/3/26,10210,10230,10180,10200,88.72
2012/3/27,10330,10440,10330,10420,300.76
2012/3/28,10420,10470,10380,10450,137.56
2012/3/29,10400,10420,10340,10370,160.25
2012/3/30,10360,10380,10300,10330,166.96
2012/4/2,10420,10460,10380,10390,285.89
2012/4/3,10350,10350,10310,10310,88.3
2012/4/4,10310,10330,10080,10100,496.19
2012/4/5,10010,10070,9940,10040,374.15
2012/4/6,9980,10000,9920,9930,281.64
2012/4/9,9800,9870,9780,9800,337.6
2012/4/10,9830,9900,9770,9810,236.39
2012/4/11,9650,9740,9640,9720,270.12
2012/4/12,9740,9790,9700,9770,190.49
2012/4/13,9900,9940,9870,9880,232.86
2012/4/16,9780,9790,9710,9730,173.44
2012/4/17,9720,9770,9710,9710,96.24
2012/4/18,9860,9940,9850,9910,197.7
2012/4/19,9850,9870,9820,9840,94
2012/4/20,9840,9840,9790,9810,120.6
2012/4/23,9850,9890,9780,9790,142.68
2012/4/24,9720,9760,9670,9710,190.65
2012/4/25,9830,9840,9790,9800,117.33
2012/4/26,9870,9880,9780,9800,167.2
2012/4/27,9830,9950,9720,9760,262.94
2012/5/1,9720,9720,9580,9590,215.46
2012/5/2,9650,9670,9590,9630,97.11
2012/5/7,9480,9480,9350,9360,395.98
2012/5/8,9460,9460,9410,9420,104.23
2012/5/9,9350,9350,9270,9290,205.92
2012/5/10,9230,9320,9230,9260,164.63
2012/5/11,9250,9300,9180,9200,173.31
2012/5/14,9220,9280,9190,9220,128.92
2012/5/15,9150,9170,9080,9150,269.1
2012/5/16,9120,9120,8990,9030,266.12
2012/5/17,9020,9120,9000,9100,202.42
2012/5/18,8950,8950,8820,8840,222.72
2012/5/21,8860,8910,8840,8860,221.24
2012/5/22,8960,8970,8930,8960,166.45
2012/5/23,8940,8950,8770,8780,279.06
2012/5/24,8790,8830,8720,8790,211.46
2012/5/25,8830,8840,8780,8790,145.33
2012/5/28,8840,8840,8790,8810,60.41
2012/5/29,8800,8890,8740,8870,202.19
2012/5/30,8870,8870,8790,8840,177.68
2012/5/31,8720,8760,8670,8760,288.62
2012/6/1,8700,8720,8650,8680,135.5
2012/6/4,8490,8510,8460,8510,349.08
2012/6/5,8550,8610,8530,8610,161.05
2012/6/6,8670,8770,8630,8760,237.31
2012/6/7,8880,8880,8820,8850,190.78
2012/6/8,8850,8850,8650,8670,223.67
2012/6/11,8850,8890,8820,8850,156.65
2012/6/12,8700,8800,8670,8750,166.38
2012/6/13,8800,8840,8780,8820,115.25
2012/6/14,8750,8820,8740,8790,56.94
2012/6/15,8850,8850,8780,8790,246.67
2012/6/18,8970,9000,8940,8950,211.8
2012/6/19,8920,8940,8860,8870,86.57
2012/6/20,8960,8990,8930,8990,87.56
2012/6/21,9030,9090,9020,9070,148.91
2012/6/22,8950,9060,8950,9040,147.52
2012/6/25,9070,9080,8960,8960,94.19
2012/6/26,8890,8940,8850,8890,113.15
2012/6/27,8910,8970,8880,8970,76.65
2012/6/28,9050,9130,9040,9110,142.11
2012/6/29,9060,9290,9040,9250,367.63
2012/7/2,9340,9340,9250,9250,132.17
2012/7/3,9270,9330,9260,9310,116.22
2012/7/4,9240,9260,9210,9220,219.22
2012/7/5,9200,9250,9180,9200,102.05
2012/7/6,9180,9200,9080,9130,132.87
2012/7/9,9050,9070,9000,9010,136.3
2012/7/10,9040,9080,8970,8970,111.49
2012/7/11,8930,8960,8910,8950,122.39
2012/7/12,8970,8970,8820,8820,225.11
