datetime,start,high,low,finish,value
2012/7/13,8810,8860,8800,8850,54.96
2012/7/17,8840,8920,8830,8870,85.06
2012/7/18,8910,8910,8830,8850,73.17
2012/7/19,8910,8950,8890,8900,55.64
2012/7/20,8890,8900,8770,8780,139.77
2012/7/23,8700,8710,8600,8600,224.3
2012/7/24,8600,8630,8550,8610,159.43
2012/7/25,8520,8540,8440,8480,491.41
2012/7/26,8520,8560,8470,8540,212.7
2012/7/27,8670,8680,8620,8660,180.74
2012/7/30,8770,8790,8700,8740,60.37
2012/7/31,8710,8850,8700,8800,193.41
2012/8/1,8720,8760,8690,8760,59.01
2012/8/2,8770,8810,8760,8760,88.8
2012/8/3,8660,8670,8630,8660,159.62
2012/8/6,8800,8870,8790,8830,112.04
2012/8/7,8840,8930,8820,8910,154.9
2012/8/8,9000,9080,8970,8990,241.56
2012/8/9,8980,9110,8980,9080,225.35
2012/8/10,9050,9060,8960,9000,99.41
2012/8/13,9000,9020,8980,8990,42.52
2012/8/14,9010,9080,9010,9040,102.47
2012/8/15,9070,9070,8970,9040,154.85
2012/8/16,9080,9210,9070,9190,185.99
2012/8/17,9220,9300,9210,9280,318.6
2012/8/20,9330,9330,9260,9300,306.63
2012/8/21,9280,9310,9260,9280,158.57
2012/8/22,9260,9270,9180,9240,291.35
2012/8/23,9200,9310,9170,9300,147.33
2012/8/24,9190,9200,9150,9180,115.27
2012/8/27,9250,9270,9200,9200,82.73
2012/8/28,9250,9260,9100,9140,149.88
2012/8/29,9160,9190,9150,9190,31.13
2012/8/30,9180,9180,9070,9100,123.33
2012/8/31,9010,9050,8950,8970,126.29
2012/9/3,8950,9010,8890,8910,180.82
2012/9/4,8910,8930,8840,8890,172.14
2012/9/5,8890,8890,8790,8790,109.18
2012/9/6,8820,8820,8760,8800,113.17
2012/9/7,8960,8990,8920,8990,210.28
2012/9/10,8970,8990,8950,8990,82.07
2012/9/11,8920,8940,8890,8930,64.49
2012/9/12,8940,9080,8930,9080,235.1
2012/9/13,9070,9140,9050,9120,92.78
2012/9/14,9250,9310,9200,9270,378.05
2012/9/18,9290,9300,9240,9250,166.96
2012/9/19,9280,9400,9260,9360,272.19
2012/9/20,9300,9340,9190,9220,208.68
2012/9/21,9240,9270,9220,9240,125.63
2012/9/24,9200,9210,9140,9190,209.26
2012/9/25,9160,9230,9140,9200,154.68
2012/9/26,9140,9150,9070,9090,115.78
2012/9/27,9050,9140,9030,9140,98.21
2012/9/28,9180,9180,9030,9060,225.99
2012/10/1,9010,9020,8950,8980,94.38
2012/10/2,9000,9030,8960,8980,97.5
2012/10/3,8970,8990,8920,8920,96.65
2012/10/4,8970,9060,8930,9020,109.3
2012/10/5,9050,9070,8990,9050,143.47
2012/10/9,9000,9030,8950,8970,107.69
2012/10/10,8840,8850,8760,8780,193.09
2012/10/11,8700,8800,8690,8720,324.8
2012/10/12,8720,8770,8710,8710,733.28
2012/10/15,8720,8790,8670,8770,286.81
2012/10/16,8850,8890,8830,8890,117.58
2012/10/17,8960,9030,8950,9000,220.35
2012/10/18,9060,9190,9060,9180,533.76
2012/10/19,9140,9210,9130,9200,412.27
2012/10/22,9060,9220,9050,9190,142.7
2012/10/23,9250,9270,9160,9210,114.21
2012/10/24,9100,9230,9090,9140,135.13
2012/10/25,9160,9250,9130,9240,163.26
2012/10/26,9250,9270,9120,9120,169.65
2012/10/29,9150,9180,9100,9120,88.86
2012/10/30,9130,9200,9020,9030,272.76
2012/10/31,9110,9180,9100,9110,238.75
2012/11/1,9130,9170,9050,9130,122.62
2012/11/2,9240,9260,9220,9250,84.91
2012/11/5,9190,9230,9170,9190,111.77
2012/11/6,9180,9180,9140,9180,71.02
2012/11/7,9220,9230,9110,9160,259.42
2012/11/8,9060,9080,8990,9020,179.14
2012/11/9,8930,8970,8910,8940,148.53
2012/11/12,8900,8920,8860,8860,115.96
2012/11/13,8890,8910,8800,8850,123.51
2012/11/14,8850,8860,8840,8840,54.78
2012/11/15,8890,9010,8860,9010,243.67
2012/11/16,9090,9230,9090,9210,359.57
2012/11/19,9330,9380,9320,9330,561.68
2012/11/20,9390,9390,9320,9330,113.27
2012/11/21,9390,9440,9350,9410,308.29
2012/11/22,9540,9550,9500,9540,256.51
2012/11/26,9660,9690,9580,9590,186.92
2012/11/27,9580,9640,9570,9630,235.38
2012/11/28,9570,9600,9510,9510,123
2012/11/29,9560,9610,9540,9590,96.66
2012/11/30,9640,9690,9570,9650,160.95
2012/12/3,9700,9720,9640,9640,70.66
2012/12/4,9620,9650,9600,9630,148.59
2012/12/5,9580,9720,9570,9670,106.56
2012/12/6,9730,9760,9690,9750,195.65
2012/12/7,9750,9770,9720,9730,99.38
2012/12/10,9780,9780,9710,9720,154.14
2012/12/11,9720,9730,9680,9730,101.64
2012/12/12,9790,9800,9760,9780,105.18
2012/12/13,9880,9980,9870,9960,466.65
2012/12/14,9930,9980,9880,9950,356.98
2012/12/17,10100,10120,10030,10030,446.97
2012/12/18,10060,10180,10050,10140,365.62
2012/12/19,10250,10370,10230,10370,234.77
2012/12/20,10310,10350,10240,10260,403.41
2012/12/21,10360,10390,10130,10160,348.29
2012/12/25,10350,10350,10240,10280,160.78
2012/12/26,10340,10450,10330,10450,156.21
2012/12/27,10540,10620,10520,10550,272.61
2012/12/28,10640,10670,10600,10640,203.02
2013/1/4,10970,10980,10870,10910,434.45
2013/1/7,10970,10980,10810,10840,149.48
2013/1/8,10780,10830,10690,10740,294.85
2013/1/9,10630,10850,10620,10820,238.45
2013/1/10,10870,10920,10850,10890,104.12
2013/1/11,11050,11070,10980,11050,242.75
2013/1/15,11160,11200,11090,11120,187.23
2013/1/16,11070,11070,10820,10830,415.15
2013/1/17,10880,10940,10660,10850,227.9
2013/1/18,11070,11140,11040,11140,282.02
2013/1/21,11190,11190,10990,11000,180.25
2013/1/22,11000,11100,10840,10970,647.88
2013/1/23,10820,10900,10710,10730,337.14
2013/1/24,10690,10870,10670,10860,291.97
2013/1/25,11070,11150,11040,11150,534.46
2013/1/28,11240,11250,11060,11070,232.64
2013/1/29,10980,11180,10970,11100,156.05
2013/1/30,11170,11350,11140,11350,457.17
2013/1/31,11300,11400,11240,11380,245.5
2013/2/1,11420,11490,11380,11440,227.23
2013/2/4,11530,11530,11430,11500,254.94
2013/2/5,11340,11420,11300,11310,367.73
2013/2/6,11520,11760,11520,11700,504.59
2013/2/7,11620,11700,11540,11620,249.26
2013/2/8,11500,11550,11370,11400,410.45
2013/2/12,11650,11700,11620,11620,306.95
2013/2/13,11580,11620,11440,11510,213.21
2013/2/14,11520,11610,11500,11550,369.18
2013/2/15,11490,11510,11310,11430,559.57
2013/2/18,11580,11690,11570,11640,327.69
2013/2/19,11580,11660,11580,11630,169.55
2013/2/20,11730,11760,11690,11710,159.47
2013/2/21,11650,11690,11530,11530,429.55
2013/2/22,11490,11650,11420,11650,314.84
2013/2/25,11860,11920,11810,11910,453.34
2013/2/26,11610,11780,11600,11670,587.43
2013/2/27,11690,11690,11510,11510,327.24
2013/2/28,11680,11820,11670,11800,456.3
2013/3/1,11730,11910,11720,11860,439.38
2013/3/4,11970,12030,11880,11900,348.13
2013/3/5,12010,12040,11930,11950,190.34
2013/3/6,12090,12190,12070,12190,329.52
2013/3/7,12290,12340,12210,12230,311.99
2013/3/8,12380,12550,12350,12550,423.29
2013/3/11,12630,12680,12560,12630,377.41
2013/3/12,12730,12740,12590,12610,232.79
2013/3/13,12530,12620,12500,12530,284.04
2013/3/14,12600,12670,12520,12650,150.73
2013/3/15,12720,12840,12710,12810,282.65
2013/3/18,12610,12650,12500,12520,407.53
2013/3/19,12700,12770,12700,12740,390.22
2013/3/21,12890,12930,12860,12900,199.61
2013/3/22,12780,12810,12650,12650,595.23
2013/3/25,12810,12880,12760,12860,326.48
2013/3/26,12750,12830,12730,12760,202.67
2013/3/27,12860,12860,12800,12850,130.63
2013/3/28,12800,12830,12650,12700,441.34
2013/3/29,12750,12790,12680,12770,198.06
2013/4/1,12750,12760,12500,12510,466.18
2013/4/2,12390,12420,12150,12370,720.61
2013/4/3,12550,12720,12490,12720,566.79
2013/4/4,12530,13010,12430,13000,810.5
2013/4/5,13540,13610,13200,13220,1115.91
2013/4/8,13590,13620,13470,13580,405.99
2013/4/9,13700,13730,13540,13600,258.85
2013/4/10,13580,13710,13570,13680,210.82
2013/4/11,13810,13920,13760,13920,357.96
2013/4/12,13860,13930,13800,13890,359.11
2013/4/15,13750,13800,13650,13730,452.71
2013/4/16,13430,13710,13350,13640,557.65
2013/4/17,13730,13790,13710,13760,207.89
2013/4/18,13660,13770,13590,13640,353.86
2013/4/19,13690,13730,13590,13700,206.92
2013/4/22,13980,14020,13930,13970,377.83
2013/4/23,13940,13980,13900,13920,181.87
2013/4/24,14100,14230,14090,14230,398.3
2013/4/25,14270,14390,14230,14330,316.22
2013/4/26,14390,14400,14260,14280,558.71
2013/4/30,14240,14310,14180,14270,234.13
2013/5/1,14230,14250,14190,14210,235.98
2013/5/2,14150,14190,14040,14100,305.24
2013/5/7,14400,14610,14400,14570,645.45
2013/5/8,14600,14850,14600,14700,484.35
2013/5/9,14780,14840,14620,14620,451.49
2013/5/10,14960,15070,14940,15040,909.55
2013/5/13,15220,15300,15160,15230,428.89
2013/5/14,15260,15280,15190,15210,260.46
2013/5/15,15460,15560,15450,15550,628.02
2013/5/16,15620,15630,15320,15470,767
2013/5/17,15380,15610,15340,15570,461.29
2013/5/20,15750,15840,15710,15800,394.31
2013/5/21,15740,15850,15720,15830,468.14
2013/5/22,15930,16180,15920,16110,534.97
2013/5/23,16220,16420,14980,15020,2343.07
2013/5/24,15300,15460,14380,15040,2540.57
2013/5/27,14570,14730,14440,14570,1108.2
2013/5/28,14360,14830,14330,14730,615.82
2013/5/29,15000,15010,14650,14720,656.78
2013/5/30,14420,14510,13940,14060,1659.37
2013/5/31,14300,14340,14100,14200,1034.68
2013/6/3,13930,13940,13660,13660,755.96
2013/6/4,13570,14010,13450,13940,900.73
2013/6/5,13960,14150,13390,13410,783.15
2013/6/6,13300,13630,13230,13290,1115
2013/6/7,13070,13500,12910,13250,1101.42
2013/6/10,13730,13900,13600,13890,502.18
2013/6/11,13940,13990,13670,13720,425.62
2013/6/12,13450,13730,13370,13680,439.77
2013/6/13,13350,13350,12780,12840,833.04
2013/6/14,13220,13300,13000,13040,379.43
2013/6/17,12940,13420,12920,13420,227.08
2013/6/18,13400,13540,13300,13390,180.2
2013/6/19,13680,13690,13490,13630,278.04
2013/6/20,13490,13580,13340,13410,387.12
2013/6/21,13110,13740,13060,13620,636.07
2013/6/24,13850,13880,13400,13450,368.04
2013/6/25,13480,13630,13130,13380,526.06
2013/6/26,13600,13610,13200,13220,540.54
2013/6/27,13360,13600,13260,13570,352.7
2013/6/28,13760,14140,13750,14080,787.62
2013/7/1,14190,14290,13970,14270,320.69
2013/7/2,14390,14500,14310,14500,404.63
2013/7/3,14600,14600,14390,14480,376.05
2013/7/4,14230,14350,14190,14280,206.87
2013/7/5,14410,14550,14400,14550,435.88
2013/7/8,14700,14760,14370,14380,683.8
2013/7/9,14530,14740,14430,14700,485.64
2013/7/10,14700,14820,14530,14670,446.85
2013/7/11,14530,14760,14500,14730,436.75
2013/7/12,14740,14830,14670,14770,428.12
2013/7/16,14860,14900,14820,14860,350.22
2013/7/17,14760,14860,14710,14860,227.38
2013/7/18,14900,15090,14900,15050,320.53
2013/7/19,15170,15220,14650,14860,930.56
2013/7/22,15040,15050,14770,14900,370.13
2013/7/23,14820,15090,14790,15050,323.67
2013/7/24,14980,15020,14880,14990,346.65
2013/7/25,15000,15010,14790,14830,468.1
2013/7/26,14600,14640,14370,14410,543.2
2013/7/29,14110,14210,13910,13910,503.9
2013/7/30,13840,14160,13840,14120,527.1
2013/7/31,13970,14080,13880,13910,485.73
2013/8/1,13920,14240,13890,14230,600.65
2013/8/2,14440,14730,14400,14730,444.52
2013/8/5,14560,14630,14470,14490,609.28
2013/8/6,14470,14650,14270,14650,466.79
2013/8/7,14350,14400,14080,14090,877.37
2013/8/8,14050,14290,13790,13850,1130.08
2013/8/9,13920,14000,13750,13860,715.59
2013/8/12,13730,13910,13660,13760,529.55
2013/8/13,13950,14110,13930,14110,418.47
2013/8/14,14180,14300,13990,14280,376.23
2013/8/15,14080,14230,13950,13990,574.39
2013/8/16,13790,13980,13760,13900,598.73
2013/8/19,13880,14000,13820,14000,399.61
2013/8/20,13880,13980,13620,13730,761.8
2013/8/21,13690,13740,13480,13670,689.19
2013/8/22,13560,13690,13470,13600,600.5
2013/8/23,13860,14020,13820,13890,707.55
2013/8/26,13960,13990,13820,13870,370.2
2013/8/27,13800,13920,13740,13780,259.08
2013/8/28,13480,13640,13420,13590,426.8
2013/8/29,13620,13720,13610,13700,677.86
2013/8/30,13810,13870,13580,13620,389.44
2013/9/2,13670,13860,13650,13820,516.66
2013/9/3,13990,14230,13990,14220,648.67
2013/9/4,14130,14320,14090,14290,588.77
2013/9/5,14380,14410,14230,14300,390.19
2013/9/6,14330,14340,14080,14110,553.27
2013/9/9,14530,14540,14370,14450,544.32
2013/9/10,14570,14710,14540,14670,620.56
2013/9/11,14770,14820,14670,14690,502.76
2013/9/12,14670,14720,14570,14630,427.84
2013/9/13,14580,14690,14480,14670,595.32
2013/9/17,14720,14740,14570,14570,219.88
2013/9/18,14700,14890,14660,14770,483.61
2013/9/19,14950,15030,14840,15010,582.34
2013/9/20,15050,15090,14960,15000,594.64
2013/9/24,14890,15030,14870,15020,660.6
2013/9/25,15010,15020,14880,14880,402.64
2013/9/26,14840,15130,14740,15120,655.66
2013/9/27,15130,15160,15040,15100,487.62
2013/9/30,14840,14970,14760,14800,409.53
2013/10/1,14850,14990,14810,14820,632.03
2013/10/2,14820,14920,14450,14520,754.68
2013/10/3,14480,14560,14420,14490,687.48
2013/10/4,14370,14490,14260,14380,765.89
2013/10/7,14390,14420,14180,14180,500.45
2013/10/8,14120,14260,14080,14230,486.28
2013/10/9,14110,14370,14090,14350,429.28
2013/10/10,14440,14530,14400,14520,470.24
2013/10/11,14650,14800,14630,14740,845.83
2013/10/15,14840,14860,14760,14790,408.45
2013/10/16,14790,14840,14760,14810,373.74
2013/10/17,14980,15010,14830,14910,483.74
2013/10/18,14940,14960,14840,14900,411.7
2013/10/21,14980,15080,14970,15050,463.74
2013/10/22,15020,15100,14980,15060,202.81
2013/10/23,15110,15130,14770,14780,580.88
2013/10/24,14700,14840,14610,14830,734.23
2013/10/25,14790,14790,14430,14440,1124.61
2013/10/28,14610,14740,14530,14730,748.1
2013/10/29,14610,14740,14550,14680,612.32
2013/10/30,14800,14860,14770,14830,605.49
2013/10/31,14810,14860,14660,14660,303.46
2013/11/1,14750,14750,14460,14540,657.6
2013/11/5,14650,14660,14480,14570,305.01
2013/11/6,14490,14750,14460,14660,294.63
2013/11/7,14710,14720,14550,14570,244.99
2013/11/8,14380,14460,14350,14410,422.83
2013/11/11,14630,14650,14550,14600,558.68
2013/11/12,14630,14920,14630,14910,856.69
2013/11/13,14850,14950,14830,14920,325.12
2013/11/14,15010,15320,15000,15200,1462.56
2013/11/15,15390,15560,15350,15500,1032.57
2013/11/18,15620,15630,15460,15530,788.33
2013/11/19,15450,15530,15370,15490,485.89
2013/11/20,15540,15570,15420,15440,381.81
2013/11/21,15530,15750,15520,15730,913.82
2013/11/22,15910,15950,15670,15750,827.79
2013/11/25,15890,15990,15830,15980,829.84
2013/11/26,15860,15950,15820,15880,438.59
2013/11/27,15770,15880,15770,15800,284.3
2013/11/28,15980,16090,15970,16080,596.18
2013/11/29,16020,16100,15860,16010,637.79
2013/12/2,16040,16070,15940,16000,393.71
2013/12/3,16120,16160,16020,16130,438.96
2013/12/4,15860,15940,15680,15790,983.54
2013/12/5,15730,15800,15490,15530,645.79
2013/12/6,15470,15690,15460,15670,649.35
2013/12/9,15970,16010,15920,16000,862.71
2013/12/10,15990,16000,15920,15970,297.93
2013/12/11,15860,15930,15740,15890,366.75
2013/12/12,15720,15730,15610,15710,605.64
2013/12/13,15840,15900,15610,15780,872.01
2013/12/16,15770,15770,15500,15520,753.45
2013/12/17,15650,15690,15610,15640,215.73
2013/12/18,15600,15960,15600,15950,603.55
2013/12/19,16220,16260,16170,16210,1067.6
2013/12/20,16120,16230,16100,16230,453.16
2013/12/24,16330,16400,16220,16250,605.91
2013/12/25,16200,16390,16200,16390,311.05
2013/12/26,16460,16570,16460,16550,449.09
2013/12/27,16600,16610,16440,16580,560.45
2013/12/30,16680,16710,16570,16670,351.48
2014/1/6,16500,16530,16240,16300,969.08
2014/1/7,16200,16320,16160,16190,534.66
2014/1/8,16330,16510,16290,16500,330.91
2014/1/9,16370,16380,16220,16260,551.15
2014/1/10,16230,16320,16130,16300,768.2
2014/1/14,15910,15970,15750,15780,1247.94
2014/1/15,16060,16180,16010,16180,639.56
2014/1/16,16210,16320,16080,16140,419.16
2014/1/17,16050,16160,16000,16110,355.95
2014/1/20,16110,16110,15950,16010,329.72
2014/1/21,16100,16280,16090,16170,286.95
2014/1/22,16120,16260,16010,16210,424.6
2014/1/23,16290,16340,16070,16090,393.99
2014/1/24,15840,15870,15660,15760,969.7
2014/1/27,15350,15450,15270,15370,817.74
2014/1/28,15390,15450,15320,15350,345.01
2014/1/29,15570,15760,15570,15760,277.18
2014/1/30,15390,15390,15220,15370,695.7
2014/1/31,15510,15530,15120,15260,399.66
2014/2/3,15150,15220,14980,15000,377.04
2014/2/4,14560,14670,14370,14380,810.81
2014/2/5,14650,14650,14340,14530,374.57
2014/2/6,14590,14660,14490,14510,331.95
2014/2/7,14740,14820,14700,14800,370.61
2014/2/10,15020,15080,14920,15080,291
2014/2/12,15210,15230,15120,15140,385.48
2014/2/13,15140,15140,14830,14870,376.48
2014/2/14,14900,15030,14590,14660,814.63
2014/2/17,14690,14780,14540,14730,443.35
2014/2/18,14850,15250,14800,15200,654.53
2014/2/19,15040,15160,15020,15120,278.85
2014/2/20,15050,15090,14770,14810,493.08
2014/2/21,14970,15250,14960,15210,549.31
2014/2/24,15150,15340,15000,15190,334.64
2014/2/25,15340,15450,15310,15420,457.12
2014/2/26,15260,15460,15250,15340,251.17
2014/2/27,15280,15380,15200,15300,171.37
2014/2/28,15280,15310,15100,15200,318.33
2014/3/3,15020,15040,14800,15000,467.9
2014/3/4,14890,15110,14880,15090,288.57
2014/3/5,15290,15360,15260,15270,177.04
2014/3/6,15300,15580,15230,15500,378.6
2014/3/7,15650,15690,15510,15660,371.12
2014/3/10,15570,15640,15460,15490,365.23
2014/3/11,15550,15630,15490,15600,224.09
2014/3/12,15370,15380,15190,15210,300.46
2014/3/13,15210,15280,15160,15170,164.34
2014/3/14,14820,14840,14630,14680,420.33
2014/3/17,14630,14730,14560,14640,341.59
2014/3/18,14890,14910,14760,14770,193.9
2014/3/19,14860,15020,14650,14820,310.7
2014/3/20,14910,14910,14550,14590,339.9
2014/3/24,14620,14870,14620,14810,181.06
2014/3/25,14740,14890,14660,14790,113.89
2014/3/26,14870,14920,14750,14810,200.55
2014/3/27,14710,15120,14670,15100,380.03
2014/3/28,15000,15180,14990,15160,155.86
2014/3/31,15300,15310,15180,15280,273.96
2014/4/1,15320,15330,15210,15270,296.41
2014/4/2,15370,15550,15360,15430,507.59
2014/4/3,15480,15650,15460,15550,291.44
2014/4/4,15480,15570,15470,15540,112.35
2014/4/7,15310,15370,15240,15290,247.07
2014/4/8,15180,15210,15060,15080,200.95
2014/4/9,14900,14960,14740,14780,582.05
2014/4/10,14970,14980,14690,14770,402.78
2014/4/11,14350,14470,14320,14410,651.5
2014/4/14,14320,14450,14310,14370,613.61
2014/4/15,14540,14550,14420,14440,173.65
2014/4/16,14620,14870,14610,14870,303.68
2014/4/17,14840,14950,14800,14880,259.85
2014/4/18,14940,15000,14890,14970,218.95
2014/4/21,15000,15110,14960,14960,219.35
2014/4/22,15020,15060,14840,14840,169.75
2014/4/23,14960,15000,14920,14990,178.73
2014/4/24,15000,15020,14810,14860,171.3
2014/4/25,14840,15020,14770,14900,261.55
2014/4/28,14730,14770,14670,14730,155.8
2014/4/30,14860,14890,14710,14760,139.68
2014/5/1,14780,14950,14780,14940,257.55
2014/5/2,14890,14930,14860,14920,62.94
2014/5/7,14710,14740,14490,14500,335.43
2014/5/8,14610,14710,14550,14610,182.44
2014/5/9,14560,14720,14530,14650,263.77
2014/5/12,14630,14680,14580,14610,144.14
2014/5/13,14840,14930,14830,14860,366.26
2014/5/14,14840,14870,14810,14860,256.51
2014/5/15,14720,14760,14640,14750,338.77
2014/5/16,14540,14560,14460,14550,478.59
2014/5/19,14580,14600,14440,14450,312.9
2014/5/20,14550,14590,14490,14520,146.56
2014/5/21,14400,14510,14400,14490,494.79
2014/5/22,14650,14820,14590,14790,438.32
2014/5/23,14840,14990,14840,14910,498.53
2014/5/26,15040,15060,14990,15060,135.41
2014/5/27,15060,15210,15040,15090,430.77
2014/5/28,15110,15190,15070,15140,230.81
2014/5/29,15050,15180,15030,15140,284.51
2014/5/30,15180,15210,15050,15080,335.09
2014/6/2,15230,15440,15230,15410,319.84
2014/6/3,15550,15570,15500,15520,382.11
2014/6/4,15560,15560,15450,15540,203.5
2014/6/5,15590,15610,15490,15570,235.83
2014/6/6,15590,15620,15520,15550,274.08
2014/6/9,15670,15690,15590,15590,119.66
2014/6/10,15620,15660,15430,15450,161.24
2014/6/11,15460,15550,15460,15540,159.82
2014/6/12,15400,15470,15320,15450,316.79
2014/6/13,15300,15600,15290,15580,288.29
2014/6/16,15520,15520,15340,15400,197.59
2014/6/17,15440,15500,15430,15430,138.63
2014/6/18,15490,15610,15480,15600,115.63
2014/6/19,15630,15860,15610,15840,659.54
2014/6/20,15840,15910,15780,15830,219.4
2014/6/23,15910,15930,15820,15850,272.67
2014/6/24,15780,15910,15730,15870,213.2
2014/6/25,15790,15830,15740,15740,242.72
2014/6/26,15830,15830,15760,15800,132.5
2014/6/27,15780,15780,15520,15580,313.1
2014/6/30,15640,15670,15540,15630,126.89
2014/7/1,15670,15880,15630,15830,196.34
2014/7/2,15900,15940,15850,15850,325.2
2014/7/3,15900,15920,15810,15850,267.72
2014/7/4,15830,15830,15720,15740,360.74
2014/7/7,15750,15790,15690,15690,111.01
2014/7/8,15610,15700,15520,15620,138.46
2014/7/9,15500,15610,15480,15610,74.73
2014/7/10,15630,15640,15520,15530,94.7
2014/7/11,15400,15520,15390,15480,185.89
2014/7/14,15510,15640,15480,15610,108.78
2014/7/15,15670,15740,15650,15700,165.62
2014/7/16,15670,15720,15660,15690,64.01
2014/7/17,15740,15760,15650,15660,244.33
2014/7/18,15470,15520,15400,15510,196.59
2014/7/22,15600,15690,15580,15620,143.1
2014/7/23,15660,15680,15610,15630,48.06
2014/7/24,15630,15690,15530,15570,111.73
2014/7/25,15670,15760,15630,15750,131.73
2014/7/28,15740,15860,15720,15840,209.48
2014/7/29,15870,15940,15870,15930,255.87
2014/7/30,15940,15970,15890,15940,127.86
2014/7/31,16040,16070,15920,15920,289.77
2014/8/1,15820,15900,15800,15840,160.47
2014/8/4,15790,15840,15740,15790,107.96
2014/8/5,15810,15810,15610,15630,136.86
2014/8/6,15570,15570,15420,15470,211.02
2014/8/7,15440,15540,15360,15530,191.56
2014/8/8,15340,15360,15040,15090,612.07
2014/8/11,15380,15450,15270,15420,145.73
2014/8/12,15440,15530,15420,15460,90.63
2014/8/13,15420,15530,15400,15520,124.7
2014/8/14,15570,15630,15560,15600,107.62
2014/8/15,15600,15620,15560,15610,74.64
2014/8/18,15660,15670,15600,15630,150.83
2014/8/19,15740,15780,15730,15760,116.33
2014/8/20,15790,15790,15720,15760,84.25
2014/8/21,15840,15900,15820,15870,330.81
2014/8/22,15910,15920,15820,15840,155.26
2014/8/25,15900,15930,15860,15920,91.45
2014/8/26,15900,15910,15810,15830,58.39
2014/8/27,15850,15900,15770,15830,80.81
2014/8/28,15800,15800,15730,15760,87.63
2014/8/29,15730,15760,15660,15730,119.27
2014/9/1,15760,15790,15750,15790,38.11
2014/9/2,15820,16050,15820,15980,418.27
2014/9/3,16090,16140,16020,16040,279.15
2014/9/4,16010,16040,15970,15970,89.11
2014/9/5,16110,16120,15940,15990,113.62
2014/9/8,16030,16030,15960,16010,71.57
2014/9/9,16120,16120,16040,16060,87.96
2014/9/10,15980,16110,15960,16100,183.54
2014/9/11,16220,16230,16160,16220,353.8
2014/9/12,16250,16300,16140,16250,413.05
2014/9/16,16240,16250,16180,16240,162.52
2014/9/17,16260,16280,16200,16210,179.2
2014/9/18,16330,16420,16310,16390,374.35
2014/9/19,16480,16680,16480,16630,447.89
2014/9/22,16580,16600,16480,16520,152.23
2014/9/24,16400,16520,16390,16480,176.23
2014/9/25,16650,16680,16620,16680,152.13
2014/9/26,16500,16660,16490,16650,93.02
2014/9/29,16750,16760,16670,16730,116.82
2014/9/30,16640,16650,16470,16580,283.48
2014/10/1,16560,16630,16480,16510,274.46
2014/10/2,16300,16330,16040,16080,654.82
2014/10/3,16030,16110,15960,16110,391.46
2014/10/6,16300,16370,16210,16310,233.16
2014/10/7,16200,16320,16160,16200,212.43
2014/10/8,15950,16040,15920,16010,192.59
2014/10/9,16070,16140,15860,15890,273.64
2014/10/10,15690,15750,15620,15710,343.99
2014/10/14,15340,15490,15310,15350,412.57
2014/10/15,15410,15480,15290,15450,199.68
2014/10/16,15100,15190,15040,15110,475.53
2014/10/17,15180,15210,14900,14930,601.85
2014/10/20,15300,15490,15270,15490,329.38
2014/10/21,15500,15500,15130,15170,511.51
2014/10/22,15460,15580,15380,15570,293.99
2014/10/23,15490,15620,15440,15520,241.72
2014/10/24,15770,15770,15610,15670,255.9
2014/10/27,15790,15810,15720,15780,151.2
2014/10/28,15740,15760,15640,15710,100.44
2014/10/29,15810,15990,15780,15940,225.36
2014/10/30,16000,16100,15970,16060,175.23
2014/10/31,16220,16950,16220,16800,1772.32
2014/11/4,17520,17570,17280,17300,994.08
2014/11/5,17200,17430,17190,17390,278.55
2014/11/6,17430,17480,17140,17220,478.65
2014/11/7,17360,17370,17240,17300,175.86
2014/11/10,17170,17240,17120,17190,208.02
2014/11/11,17290,17600,17280,17530,380.91
2014/11/12,17680,17890,17600,17650,569.81
2014/11/13,17610,17850,17530,17820,251.41
2014/11/14,17900,17940,17740,17930,289
2014/11/17,17850,17850,17320,17390,846.41
2014/11/18,17620,17790,17600,17770,259.46
2014/11/19,17810,17910,17720,17720,189.02
2014/11/20,17850,17850,17710,17750,204.69
2014/11/21,17720,17830,17530,17780,246.33
2014/11/25,17940,17940,17810,17830,105.9
2014/11/26,17780,17870,17760,17820,138.68
2014/11/27,17760,17780,17630,17680,124.82
2014/11/28,17770,17920,17760,17880,215.17
2014/12/1,17900,18090,17890,18020,288.57
2014/12/2,17900,18130,17890,18110,178.84
2014/12/3,18210,18330,18140,18160,261.2
2014/12/4,18340,18370,18260,18320,131.47
2014/12/5,18270,18380,18200,18360,191.7
2014/12/8,18450,18480,18320,18370,185.87
2014/12/9,18230,18340,18210,18240,346.6
2014/12/10,18030,18080,17740,17850,495.53
2014/12/11,17590,17730,17470,17700,283.13
2014/12/12,17750,17970,17720,17830,262.65
2014/12/15,17500,17700,17460,17540,344.79
2014/12/16,17270,17320,17130,17150,473.65
2014/12/17,17080,17320,17070,17250,394.27
2014/12/18,17640,17710,17600,17640,260.2
2014/12/19,18000,18050,17900,18040,200.8
2014/12/22,18130,18130,18010,18050,128.22
2014/12/24,18280,18320,18230,18270,172.74
2014/12/25,18250,18280,18210,18230,101.84
2014/12/26,18230,18310,18230,18290,108.93
2014/12/29,18390,18390,17980,18190,320.69
2014/12/30,18180,18180,17900,17910,177.52
2015/1/5,17810,18010,17670,17870,278.92
2015/1/6,17510,17540,17320,17330,579.89
